	Cycling	Treg	Naïve/Memory	Effector
PELI1	0.0	0.0020315690407653	0.0010713177115653	0.0
SLC1A4	0.0013230535371123	0.0010502656338953	0.000196068371405	0.0008038147303997
PLEK	0.0009123936085575	0.0006724569518795	0.0004032811851787	0.0021330998081631
ANTXR1	5.935167027060652e-06	6.442139982561272e-05	0.0001592443828777	2.2135287280097457e-05
ASPRV1	0.0	0.0001040890155443	0.0001804188644553	3.7753717608338694e-05
ADD2	0.0	0.0	0.000370321745035	0.0
DYSF	0.0	0.0	5.946532040312074e-05	0.0009465358869112
EGR4	8.47645459307975e-05	0.0	1.343686109084981e-05	0.0003946024062797
ALMS1	0.0003444029899629	0.000315286615478	0.0008352404810877	0.0003722557278863
ACTG2	0.0006320820668906	0.0012111833489334	0.0	0.0
MTHFD2	0.0012834131352503	0.0014576314128342	0.0010793864183548	0.0005860916340165
AC005041.5	0.0001036037502446	6.863312148137726e-05	0.0001740217335671	0.0001051389753906
DNAH6	0.0	0.0	0.0001514578066231	0.0001512814404963
TRABD2A	7.522918656324938e-05	0.0	0.0014121736596119	0.0
TMSB10	0.0021546201411244	0.002296389630809	0.0030761419159145	0.0007186405860015
CAPG	0.0003941214740321	0.0006117208709459	0.0005691765042334	0.0013195324638528
GNLY	0.0	0.0	0.0	0.003091521636259
ATOH8	0.0	1.885431172521195e-05	7.17880392570532e-05	8.313727109585947e-05
CD8A	0.0013375038317977	0.0	0.0017837160855415	0.0008244778077493
CD8B	0.0008437220356924	0.0	0.0012167103346575	0.0002927356028932
LINC01943	0.0001975566677192	0.0025473746444909	0.0	0.0
IGKC	0.0	0.0	0.0009783143316903	0.0
MAL	0.0	0.0	0.0013876827820061	0.0
LINC00342	0.0003765692935352	0.0006109825597318	0.0010117549607793	0.0002688722087265
ANKRD36C	0.0004682425001425	0.0004579613316276	0.0014877730105912	0.0002405827835365
DUSP2	0.0008449170857133	0.0008194373857562	0.0017553658296367	0.0021514757558442
NCAPH	0.0022570459977311	0.0005036163694021	0.0001987320640137	0.0
AC092683.1	0.0002413443502479	0.0002668183006504	0.0012200672066201	0.0001155656502644
AC018690.1	0.0	3.1501693722188874e-05	0.0002014827260177	4.1644059152409584e-05
TBC1D8	0.0	0.0022568461510775	0.0	0.0
CREG2	0.0	5.602078653740324e-06	9.641680224357828e-05	0.0001042756076221
IL1R2	0.0	0.0022321303860382	0.0	0.0
IL1R1	0.0	0.0032714491077899	0.0	0.0
IL1RL1	0.0	0.001150666486799	0.0	0.0001625178764854
IL18R1	0.0	0.0020971170454812	0.0010112585645168	0.0002420293077527
IL18RAP	0.0	0.0003316752439608	0.0005459433346167	0.0014743447198905
AC007278.1	0.0	9.382336644720446e-05	0.0001217614386804	8.593432485134859e-05
RANBP2	0.0005224931589061	0.0007740479473999	0.0017153439507738	0.0016014045419006
SEPTIN10	5.642132668679273e-05	0.0	0.0001889201067868	0.0
BUB1	0.0017824048612865	0.0002801327455129	2.382542186956765e-05	0.0008367978803413
BCL2L11	0.0001000872508085	0.0015672167821018	0.0007692211865529	0.0016511083047311
MERTK	0.0	0.0001097594456708	0.0001631017538331	5.647734424940647e-05
CKAP2L	0.003443982377404	0.0	0.0	0.0
IL1B	0.0	0.0003185180045964	0.0002712895354233	0.0002683863890849
MCM6	0.0041397954044675	0.000689033535034	0.0005554925524599	0.0006572616869332
ZEB2	0.0007983180756325	0.0	0.0006155122588692	0.0023982589283016
KIF5C	0.0004188385873489	0.0001005713604812	0.0008100000457976	0.0
RND3	6.922282745721369e-05	5.1014612525974166e-05	0.000147829715163	6.833831487368418e-05
NEB	0.0	0.0001846595447203	0.0001539061272524	0.0002154699966877
FMNL2	0.0	0.000349852173858	0.0002305157088416	0.0003052220011157
NR4A2	0.0006287322329792	5.735063081236088e-05	0.001808798333627	0.0026346657192268
ACVR1C	7.438320999960626e-05	0.0	0.0004951633740532	0.0
PKP4	0.0006938157429469	0.0005471624286535	0.0006664210833296	9.747438065820055e-05
BAZ2B	0.0006916063758824	0.0005023860021183	0.0010447372387311	0.0009270433247734
SLC4A10	0.0	0.0	0.0004218066049687	0.0001101464431682
DPP4	0.0002531227240229	0.0004295885950585	0.0017107404761085	0.0
IFIH1	0.0002107662034694	0.0015902548264499	0.0007665132469018	0.0003124811822062
COBLL1	0.0001083452589013	0.0001435061665288	9.148552645049482e-05	0.0002924187540958
AC009495.3	0.0	0.0001207121138013	7.51870117323403e-05	0.0003781954281201
TTC21B	0.0002307352997977	0.0001915758128569	0.000634410578387	0.0005269192056188
SCN1A	9.129927732151772e-06	1.900807694096437e-05	0.000107869004725	5.272441463900367e-05
CERS6	0.0002841356113626	0.0003123866600394	0.0007543992549363	0.0008089487868924
KLHL23	4.95843124596441e-05	2.6973097234520254e-05	0.0	0.0009842841551876
MYO3B	0.0	3.367014494385639e-05	0.000163204651546	7.8855752030255e-05
METTL8	7.711504498693956e-05	0.0010805748401327	0.0005569563173714	0.0
DLX2	0.0	6.52582390507503e-05	9.290862028099112e-05	0.0001468563839848
ITGA6	0.0	0.0	0.0018923026565791	0.0
PDK1	6.510030094293059e-05	0.0002975674232018	0.0008766177353327	4.82843148444533e-05
MAP3K20	0.0014934305520334	5.202764663014956e-05	0.0003532347198199	0.0001518664916252
CDCA7	0.0033483373972872	0.0002665435584648	0.0	0.0001774196155689
GPR155	0.0	0.0004880835414844	0.0012581163276855	0.0
CHN1	2.0287444554695872e-05	0.0007423426951558	0.0004225517452209	0.0
PJVK	0.0	5.203118506114332e-05	0.000238620439024	7.971376001870898e-05
TTN	5.9984379307415616e-05	0.0018270029583853	0.000820693261923	0.0005341940315806
CCDC141	0.0	0.0011847495244686	0.0005333980905754	0.0004085318842273
LINC01934	0.0001064745949142	0.0005660048185877	0.0007682839057893	0.0001698917022213
FSIP2	2.4898364491022675e-05	3.283828007990976e-05	0.000117479675549	0.0
NAB1	0.000611191288512	0.0021546056757714	0.0005928791374304	0.0001606090367015
STAT1	0.001293296953994	0.0021369851831059	0.0014268124649691	0.000454646667836
MYO1B	0.0001157563552543	0.0	0.0004871411199911	0.0
CAVIN2	0.0	9.184526706674884e-05	4.62340341545484e-05	0.0003347311817104
LINC01825	0.0003094872389562	4.3968757063031686e-05	0.0002018855392759	0.0
PGAP1	0.0	0.0005029181062425	0.000604980683153	0.0
HSPD1	0.0013768243854185	0.0007947059746634	0.0015515606700287	0.0006896353618593
HSPE1	0.0012400680954744	0.0008387702929772	0.0013734906985736	0.0007360613696497
PLCL1	0.0003055597877265	0.0007328967253514	0.0005991380201396	0.0
SPATS2L	0.0009808901427004	0.0028941782008522	0.0001864853574023	0.0001792040674255
CTLA4	0.0	0.0050006955857483	0.0002674989266696	0.0
ICOS	0.0005016373678459	0.0039862692715335	0.0009882436832046	0.0
INO80D	0.0001918649397971	0.0006336191582005	0.0011756784260293	0.00065297608739
ZDBF2	0.0001505329791024	0.000751857992219	0.0005920039690935	0.0005685891350375
ADAM23	0.0	0.0	0.0004133074877283	0.0
KLF7	0.0	0.0	0.0007978710923188	3.189129036790014e-05
FZD5	0.0	0.0	0.0001331134216937	0.000439547367717
PLEKHM3	1.9127896031267855e-05	0.0004493896306765	0.0006381694223221	0.0004563952793681
PIKFYVE	4.354543740435949e-05	0.0007245413175529	0.0011261670629135	0.0006776723647532
AC007038.1	2.4377535087736036e-05	4.826254835833758e-05	0.0001839532751075	0.0003311398489884
CPS1	0.0	6.147005620453628e-06	0.0001513345600746	1.9621455201445423e-05
IKZF2	0.0	0.0045719660838547	0.0	0.0003262926982432
BARD1	0.0017784690272621	0.0009163576476801	0.0002213631565862	0.0005699548452081
FN1	0.0	0.0008725145638317	0.0002380476095155	0.0002281058615118
IGFBP2	0.000136047320665	0.0	0.0	0.0017639956635001
IGFBP5	7.175574471686514e-05	0.0001592221687494	0.0002542708600486	0.0001425247804394
TNS1	0.0	0.0002509246430929	0.0001257107839701	0.0002179974366213
CXCR2	0.0	0.0	0.0	0.0012898048873565
SLC11A1	0.0	0.0004432020972352	0.0002023906613921	0.0001521676446384
GLB1L	2.151146362076576e-05	0.0001457494122269	0.0002038785614654	3.451867247649571e-05
OBSL1	0.0	0.0	3.7537616480020275e-05	0.0005889241830633
EPHA4	0.0	0.0	0.0010377877100875	0.0001636901458254
WDFY1	0.0003188998676131	0.0014218960292227	0.0008132039145989	0.0009501461886423
SERPINE2	0.0	0.0023925968839731	0.0	0.000744313736076
COL4A4	0.0	6.828423232692022e-05	6.455908492756137e-05	0.0003808045617431
CCL20	8.759101318153095e-06	0.001105861562374	0.0002453613621242	0.0
ITM2C	0.0012800568417204	0.0004288782378368	0.0006593525506971	0.0019305525652131
GPR55	3.400237407347496e-05	1.1355710252714498e-05	0.0002704636892731	0.0003104926297445
B3GNT7	0.0	0.0	0.0	0.0036204803121768
ECEL1	0.0	0.0009915681992839	0.0	0.0
HJURP	0.0033933428474353	0.0	0.0	0.0
COL6A3	0.0002750635182997	0.0005274867751079	0.0001830755494158	0.000211357980484
LINC02610	1.9720283163359247e-05	0.0	0.0001551986414028	0.0002401775343882
