	Cycling	Treg	Naïve/Memory	Effector
CAPN10-DT	9.078931843351706e-05	0.0001585719571485	0.0002911014150442	5.1031727231781616e-05
SNED1	0.0	0.0004594466678565	0.0001866713471778	0.0
BOK	0.0	0.0	0.0	0.0006278755087537
PDCD1	0.0005578492746762	0.0011281489290516	0.00081216287995	0.0
ITPR1	0.0001304374469239	0.00132235140601	0.0010924389204303	0.0005617768120288
BHLHE40	0.0006315629715746	7.43047691139584e-05	0.0017759663158668	0.0021269604081751
SRGAP3	0.0	0.000843984690918	0.0	0.001978788532379
FANCD2	0.0024389483207503	3.4252567240923e-05	0.0004760661571248	0.0001650507614158
SH3BP5	0.0005247942969327	0.0	0.0015901585895469	0.0006997464258105
SATB1	0.0001314641771813	0.0	0.0019330172546275	0.0005332335650035
SGO1	0.0028259744626754	0.0001740001398137	0.0	0.0
NEK10	0.0001486918311452	0.001021309991358	2.8112396873736804e-05	3.7680443409687526e-05
EOMES	0.0004593633303944	0.0001115104210999	0.0006722683378928	0.0016647338793484
CMC1	0.0002947132835888	2.9565042486571172e-05	0.000439568779956	0.0023290708390359
CMTM6	0.00022623269891	0.0026326722320691	0.0010850892159175	0.0008738650050222
CCR4	0.0	0.00160586417602	0.001085899701952	0.0
GOLGA4	0.0001502676276013	0.0007049431533473	0.0018737494855078	0.0007921423218644
PLCD1	0.0	4.107578900846912e-05	0.0008004195937036	0.0
ACVR2B	0.0	0.000398409138802	0.0003850154904704	7.508931943637758e-05
CX3CR1	0.0	0.0002111059549353	0.0	0.0017953577965038
CCR8	0.0	0.0041158740596527	0.0	0.0
MOBP	5.4752139435412686e-05	8.417983402016429e-05	0.0002647641465022	4.6318207165539056e-05
ZNF621	0.0006028298728344	0.0003252769204904	0.0007765488962743	0.0003574126516065
NKTR	0.0002721008365176	0.0007849002184812	0.0021554339344251	0.0003657430778442
ZNF445	0.0002451935706421	0.0004392521157348	0.0006753493372876	0.0006480181607647
ZNF660	0.0	1.828127687099818e-05	4.004178009056e-05	0.0005737665096487
KIF15	0.005065795802326	0.0	0.0	0.0
CDCP1	0.0	0.000168864264104	0.0001174981952147	0.000233396940791
CCR9	4.0773948539421085e-05	9.403635252963842e-05	0.0	0.000936213517807
CXCR6	9.842354459665989e-05	0.0033684317883754	0.0003812433540015	0.0001794272213729
CCR3	0.0001309954550031	0.0008443985647588	0.0	0.0
CCR1	7.344542894965821e-05	0.0017888895639704	0.0	0.0010315518148438
CCR2	0.0003626820001494	0.0014193179530186	0.0007096838326322	0.0
CCR5	0.0008218371063533	0.0021954048545936	0.0009330019095906	0.0003476135175196
CDC25A	0.0022844791292636	0.0	0.0	0.0
CISH	0.0003736948087659	0.0012517656077555	0.0004355196903321	6.0982193516908674e-05
ALAS1	0.0005317009934597	0.0014678936772441	0.0002818688986991	0.0003642151262495
SEMA3G	0.0001760931744985	0.0005231159080844	0.0001170291765301	0.0
CHDH	0.0	0.0013787901428502	4.698546322401115e-05	6.261254987882379e-06
IL17RB	0.0	0.0011641004700203	0.0	0.0
DNAH12	0.0	1.4323798022055851e-05	0.0001265132763557	0.0
FLNB	0.0002807922347991	0.0009350371911463	0.0006088768301676	0.0003327734354
FAM107A	0.0	5.217926322048617e-05	9.305788162566004e-05	1.814604405895712e-05
FHIT	0.0	0.0	0.0004727369361625	0.0
CADPS	4.550836830407347e-05	4.94706848093409e-05	0.0001048811432309	0.0002887720015202
FRMD4B	0.0003655444827438	0.0019353761763939	0.0010980705907742	0.0002221066368678
MITF	0.0	9.853812659294722e-05	0.0001098747359672	0.000189060338572
ROBO1	0.0	6.0875152036569934e-05	0.0001182518566119	6.491892931597738e-05
MTRNR2L12	0.0006768303787117	0.0012912423566874	0.0034096969772911	0.0011661227344574
CRYBG3	3.842895004691351e-05	4.290267612185687e-05	0.0005254703584972	0.0001618439537032
GPR15	5.861332072975935e-05	0.0	0.0003329956126628	0.000322247039791
FILIP1L	0.0001012535953171	0.0005703183698945	0.0001035556535048	0.0001400104088692
CEP97	0.0004318918449162	0.0005980178386097	0.0006299114521096	0.0001100361061669
NFKBIZ	0.0	0.0016985311673873	0.0016163527763249	0.0002103840828253
ALCAM	0.0008098422509716	0.0004397196528459	0.0005856769036663	0.0
LINC00882	1.5654970165278516e-05	5.7729643632289944e-05	0.0001500097724012	2.995970186716825e-05
DUBR	0.0002732094762358	1.5402231238521857e-05	0.0001394533957419	0.0002691904079927
AC012020.1	0.0	0.0	0.0003566895126298	0.0005104801221019
DZIP3	7.840215325413258e-05	0.0009708955363481	0.0007225181039201	0.0009061692691649
NECTIN3	6.524344746400411e-05	0.0001492283363009	0.0005809879243463	0.0001114288148193
ZBED2	0.0002073311770655	0.0019126392293171	0.0	0.0
PLCXD2	0.0009029066380585	0.0004066750267181	0.0006692814670304	0.000725664067333
PHLDB2	0.000386855546596	6.661451158217426e-05	0.0004701015220819	0.0004353169682663
CFAP44	4.965008557842592e-06	0.0	0.0006637391401191	9.957142900357125e-05
USF3	0.0001983125966255	0.0005917873262723	0.0011082172983588	0.0006329214479512
GRAMD1C	0.0	6.772628148411265e-05	0.0001175048901983	0.0003470411227274
CCDC191	5.6416885085751065e-05	8.649161656908813e-05	0.000651718903957	6.140001813618712e-05
ZNF80	0.0001465930707183	0.0001812542231601	0.00024848755019	0.0001226384293272
TIGIT	5.102962469614923e-05	0.0047532086502745	0.000321308249916	0.0003428540812038
GAP43	0.0	8.017767304818006e-06	0.0002925557964756	0.0001372302096908
ARHGAP31	5.2985262723200896e-05	0.0007921813074133	0.0004733562935791	0.000460514190636
NR1I2	0.0	0.0	9.322061388543006e-05	0.0002142783380808
POLQ	0.0030119994912324	0.0	0.0	0.0
GOLGB1	0.0002565915628046	0.0014276041810801	0.0016181982433551	0.0007396353370443
PARP9	0.0006697684088335	0.0014388658967305	0.0011456305194577	0.000359653483534
PARP14	0.0006521334772796	0.0016922254008298	0.0014795744172254	0.0006789074911004
MYLK	0.0	9.840978443822034e-05	0.0001628700886222	0.0001026332302251
SLC12A8	0.0	0.0	0.0	0.0013866192260152
OSBPL11	0.0002978927344062	0.0005471067164741	0.000722096721996	0.0003054622395976
MCM2	0.0045369715967673	0.0001719504388552	0.0	0.0004736353594756
MGLL	7.702379736323456e-05	0.0002169198586071	2.7946574293479914e-06	0.0008680331006928
GATA2	0.0	0.0001633713904657	4.49527738420006e-05	0.0003540243975105
EFCAB12	0.0	1.8999964894332655e-05	0.0001889605493434	5.6217958350014805e-05
TMCC1-AS1	0.0	0.0	0.0001188009077818	0.0001181490698324
NEK11	3.2668671191621074e-05	7.668509765734837e-05	0.0002911286167447	0.0
AC010210.1	0.0	3.4663502682090746e-05	0.0001755107800043	0.0001955451590324
NUDT16	1.4513759901335189e-05	0.0005672965624913	0.0006572463236702	0.0002969572497921
DNAJC13	0.0004361926058844	0.0006172787051523	0.0010724930542495	0.0006072353322033
TOPBP1	0.0023008641539507	0.0006130956894266	0.0007914773536005	0.0008742974245744
ATP1B3	0.0010094156370151	0.0007408847204018	0.0010424005331716	0.0011983798909509
TFDP2	0.0007691176352817	0.0	0.0005614074592162	0.0019212814388436
GK5	0.0002982777734833	0.0	0.0004369382788286	0.0016723106277041
ATR	0.0006702987438702	0.0003424912105966	0.0011169885636014	0.0005162737127504
CHST2	0.0001052765451436	5.080825617341774e-05	0.0	0.0024182591350601
PLOD2	3.3704143663944715e-05	5.4379429572449026e-05	5.212536167914331e-05	0.0001477651146543
CPA3	0.0	0.0002118852641085	3.75066301809622e-05	0.0004489042413832
HLTF	0.0007768627375146	0.0004074364301818	0.0006458646224813	0.0006057561560792
GPR171	0.0002688642465323	0.0003770889871182	0.0015362652087995	0.0003038050539905
P2RY14	0.0	0.000100121680513	0.0003012577228568	8.849056757502779e-05
MME	0.0	0.0	0.0001330215425049	8.524550779744949e-05
TIPARP	0.0003974439490707	0.0002653112398347	0.0017664046667599	0.0010445128889292
LINC00886	0.0	0.0	0.0001685014509315	0.0
SMC4	0.0022833986178884	0.0016869733446129	0.0008648592868682	0.0005425895625411
PPM1L	0.0	0.0	0.000146317325252	0.0011042365044449
SPTSSB	0.0001140680892525	0.0	2.8553248730896732e-05	0.0010179520350056
GOLIM4	8.471535149163225e-05	0.0003466111903184	0.0	0.0022774083388844
FNDC3B	0.0	0.0016339594564161	0.0003543970842047	0.0013450161046063
TNFSF10	0.0004590471930356	0.0010510115462205	0.0008548577262032	0.0005451923519308
ECT2	0.001255630087508	0.0005215307505749	0.0001033441094077	0.0
AC117453.1	0.0	0.000138796634071	5.908531322827719e-05	0.0004647719533965
ZMAT3	0.0002463252693938	0.0011404573241295	0.0010687274167138	0.0004442177351945
GNB4	0.0007629758544852	0.0003607553433078	0.0001061084734565	0.0003505518488133
USP13	0.0012418959656155	6.074141063664707e-05	0.0004874671029282	0.0003159286629024
LAMP3	0.0003804964671853	0.0004661555180213	0.0003567611090939	0.0
B3GNT5	0.0003121423167681	0.0004376827500353	0.0001456561355458	0.0006731541653875
DGKG	0.0	0.0001606220252373	9.241530675068312e-05	0.00011287207114
LPP	0.0001877206012422	0.0009526402761486	0.0010484109769879	0.0009702430046431
CCDC50	0.0001649046930997	0.0021047173268917	0.0002089784092392	0.0007310406341519
ATP13A3	0.0007313619939678	0.0022036748385585	0.0006758487383882	0.0004047343980077
LINC00884	0.0	0.0009562773223923	0.0	0.0
FAM43A	0.0	0.0003203897668344	0.0002813069714977	0.0011149555472102
TNK2-AS1	6.538849651108265e-05	0.0	0.0001594340586352	0.000302962041774
TFRC	0.000687179874125	0.0025922087777123	0.0008726476937432	0.0002358390721515
SENP5	0.0004737101085424	0.0008160637668433	0.0007889573364132	0.0008177395318645
PIGZ	7.876527272469531e-05	0.0001226352767623	7.360117829557591e-05	0.000280473169067
MELTF	0.0003394336298824	0.0	0.0001167739642858	0.0001926654522402
LMLN	0.0	0.0001485606176242	0.0003362451827391	1.2118672527221695e-05
ZNF141	2.6785530238553255e-05	0.0003186669852409	0.0006633691139751	0.0002531641712403
SPON2	0.0003090587203573	0.0	0.0002135730238425	0.0022508619821669
FAM53A	0.0001432486912817	0.0001276626705431	0.0001271738280454	0.0
NSD2	0.0028840143248584	0.0010111245786511	0.000715231036933	0.0004093070016363
RGS12	0.0001219056084358	0.0001705719887875	0.000291835103419	0.0001563273275607
EVC2	0.0001060512420949	0.0003917421961425	0.0002798026062838	8.318420523731702e-05
EVC	0.000117933913959	0.0004464515342443	0.0001371197776823	0.0001286366016706
KIAA0232	0.0004329644143942	0.0011038050611848	0.0009742364291929	0.0005078000648151
AFAP1	0.0001147541006319	3.4574612888931634e-05	0.0010505347287066	2.4923980995126967e-05
CLNK	0.0	0.0018235488192948	0.0	0.0011700658395496
HS3ST1	0.0	0.0002762819954121	7.755959641329712e-05	0.0001277729726174
BOD1L1	0.0002905725460128	0.0008704593768284	0.0019227548813046	0.0008063455709414
CD38	0.000531111095179	0.000801065524185	0.0	0.0029293575472916
FGFBP2	0.000141966961179	0.0	0.0	0.0024728141096305
LDB2	0.0	0.0	0.0	0.0015629247487953
NCAPG	0.004279465637268	7.694332087904141e-05	0.0	0.0
LCORL	0.0003696684002351	0.0005463274297908	0.0004457690863426	0.0003450495385757
ADGRA3	0.0003367777477077	0.0	0.0001463142237984	0.0002434275502956
RBPJ	0.0004994668069575	0.0020992498194825	0.0009207866351968	0.0010679952121131
DTHD1	0.0003587561043545	8.118245331664568e-05	0.0006009455345034	0.0008502495107522
C4orf19	0.0	0.0	0.0002292605701224	1.8026275384483852e-05
TLR6	0.0	0.0002657210214454	0.0002721539270367	0.000168414999887
FAM114A1	9.97367437525578e-05	1.5191142013302975e-05	6.63555186417805e-05	0.0001140710978516
SMIM14	3.6624485981059655e-05	6.887868319941958e-05	0.0007081451434339	0.0005339755963481
N4BP2	0.0009655677043278	0.0006296153679756	0.0012378817545017	0.0002980723355409
APBB2	2.438311844975244e-05	5.976706880314542e-05	0.0001040221983876	0.000104414754798
DCAF4L1	9.90595212145944e-06	6.496255808031954e-05	0.0002164288857232	0.0
TXK	0.0	0.0	0.0009828453973894	0.0018057866049541
KIT	0.0	0.0001589691671702	1.6235698118810464e-05	0.0008738187085782
CLOCK	0.0006668169123649	0.0004315963338704	0.0005997208611698	0.0005639544060835
CEP135	0.0002193764642504	0.0007384750810561	0.0007668989338557	0.0001528157750624
PAICS	0.0031210657421846	0.0003803778489059	0.0003745110924481	0.000533552489381
HOPX	0.0002031380342615	0.0	0.0001884064444464	0.0037136978691547
SPINK2	0.0	0.0	0.0	0.0012545595205981
IGFBP7	0.0001609923415978	6.952457875165017e-05	0.0	0.0022546772049241
SULT1B1	0.0001336369460182	0.0	0.0004107426312611	0.0002839499542873
JCHAIN	0.0	3.037806698180746e-05	0.0003115373623106	0.0
RUFY3	0.0007320180514785	0.0	0.0007803087056199	0.0004149958467911
SLC4A4	0.00066342667804	0.0	0.0003811691745473	0.0009771825133715
RASSF6	0.0	0.0	0.0001462144116044	0.0
CXCL8	0.0	0.0003166171793508	0.0001667067304761	0.0001158238832445
CXCL3	0.0001241368632995	0.0001198301030461	0.0001172811266534	0.000250740649911
CXCL2	3.247907928261062e-05	0.0001362249482343	9.888113073720304e-05	0.0002825432185214
EPGN	0.0	0.0	0.0003265668792018	1.7332270237835577e-05
AREG	0.0	0.0	0.0006695686192286	0.0030703156371727
SEPTIN11	0.0012474858241354	0.0006859438309401	0.0006940206418064	0.001116557748181
CCNG2	0.0	0.0032625326071743	0.0001231778468151	0.0001088970421444
CXCL13	8.442280781831857e-05	0.0004632922882782	6.114148006865408e-05	0.0
BMP2K	0.0004145955548576	0.0010307439258447	0.0003281217024796	0.0004113600100683
ANTXR2	0.000355872784903	0.0012802849229223	0.0012525302391773	0.0
RASGEF1B	0.0005797805526713	0.0	0.0010879522462022	0.0012132403062401
PLAC8	0.0001888448539614	0.0	0.0012735563016489	0.0014540927634625
GPAT3	3.4051873555929654e-06	0.0015782720030587	0.0001511814027087	0.0
PTPN13	0.0	0.0	0.0006864994180118	0.0
SPARCL1	2.3683624243861223e-05	0.0003348942846998	0.0003012113800805	0.0003410825104095
SPP1	0.0	0.0005498112330136	0.0001165855681632	0.0002735419564975
HERC5	0.0003466226539947	0.0014956879474093	0.0007013547100722	4.910350356573811e-05
FAM13A	0.0	9.431794017025148e-05	0.0005599376098295	0.0001516204088266
HPGDS	0.0	0.0002636177507291	6.636625792059087e-05	0.0004079904129115
AC114811.2	0.0	0.0005506068134913	6.599598792386412e-05	9.383220925969e-05
H2AFZ	0.0042567780518735	0.0009333050014548	0.000975447588776	0.0005730900330845
BANK1	0.0001464740430999	0.0	0.0	0.0013105838877942
NFKB1	0.0005542486992033	0.0008555971882714	0.0013704521629482	0.0009697824495754
CENPE	0.0005269109469035	0.0006490233589663	0.0003046399028368	4.525656380503032e-05
TET2	0.0003872245341911	0.001390877630046	0.0006789962017554	0.0012220083337347
AC096564.1	2.1915063488654847e-05	0.0	0.0001022440885291	0.000153861071882
LEF1	0.0	0.0	0.0017651607953212	0.0
ELOVL6	0.0002534795137581	9.79321242899939e-05	0.0006471378704549	0.0006884684670184
TIFA	0.000259557346577	0.0005766308251334	0.0008873781111155	0.0
ZGRF1	0.0017911862011882	0.0	0.0003269155628674	0.0001700524572221
ARSJ	1.1166525967296309e-05	3.465077239923697e-05	0.0001268527494823	0.000128571045991
USP53	0.0	0.0002058408947522	0.0012387722007198	0.0001925948901951
PDE5A	0.0	2.3805676287615352e-05	0.0001750727965658	0.0001053043937228
PRDM5	0.0002598295790848	0.0001437675928267	6.919298165270889e-05	0.0001384298311735
TNIP3	0.0001725491852965	0.0014035910220854	0.0004185479884266	0.0001719938036291
ANXA5	0.0024414647025358	0.0014935074641813	0.0010710871743462	0.0002142134700778
TMEM155	0.0005397068890109	0.0005860504833869	0.000185294520368	3.0110016088063832e-05
CCNA2	0.0026561151582106	8.848206390961986e-05	0.0	0.0
IL2	0.0001064982503146	0.0	0.0002392270795036	0.0
IL21	0.0001607287685522	0.0001129505818607	0.0001233243285169	0.0
SPRY1	9.466467233461626e-05	0.0	0.0004664059241666	0.0012444933582618
FAT4	0.0	0.0	0.0	0.0009976786588765
PLK4	0.0033498254454606	0.0	4.398062727956259e-06	0.0
SETD7	0.0	0.0012367052277949	0.0008375527786224	0.0
MAML3	0.0	2.5083030315817074e-06	0.0	0.0018617348892904
FAM160A1	0.0	0.0	0.000169275930209	0.0
FHDC1	0.0	0.0	0.0001741912030105	3.848213749015848e-05
MND1	0.0032605338584418	0.0	0.0	0.0
TLR2	0.0	0.0003445945888835	0.000224629662309	7.875380083920276e-05
MAP9	1.5637165361858924e-05	0.0	0.0006560026648902	0.0003594359818536
FNIP2	0.0003639377943207	1.9368167851361392e-05	0.0005202211318205	0.0006049658529199
RAPGEF2	7.36004220303703e-05	0.0007372011187439	0.0009255201445404	0.000216317656533
CPE	0.0	0.0006958649148305	0.0001267833665177	0.0001146873916699
DDX60	0.0005701036391666	0.0010800822714452	0.0010879189628222	0.0004637567810392
DDX60L	4.815295163273914e-06	0.0009267426371596	0.0011729843111193	0.0004452380832948
SH3RF1	6.485653045835971e-05	0.0	4.182080775765991e-05	0.0002889189794295
HMGB2	0.0038763563034272	0.000627105595275	0.0016708033058467	0.0002459407904053
HPGD	4.1412839369683225e-05	0.0016979953653173	0.0001424075802629	0.0005205627552079
GPM6A	0.0	0.0002066071486857	0.0015531770952308	8.776427013986803e-05
NEIL3	0.0022282627535706	0.0003265749225499	3.8654145132177265e-05	0.0
WWC2	0.0	0.0	0.0004809960193371	8.979879437789073e-05
AC107214.1	2.695330430657416e-05	7.629911848962021e-05	8.429283665422488e-05	0.000116011524126
ING2	0.0007277615623144	0.0001122352908346	0.0005536918830536	0.0006022477991922
STOX2	0.0001469117028126	0.0001023685274847	0.0	0.000888322707528
CASP3	0.0009488645031453	0.0009946780345683	0.0005092893445468	0.0016969594397528
CENPU	0.0053401420063376	0.0	0.0	0.0
TLR3	0.0001612920354717	2.2528135714725135e-05	0.0003041330892064	7.864565577989431e-05
KLKB1	0.0	6.405929095613162e-05	0.0001501358396822	0.0
TRIP13	0.0019190733397038	0.0001460296292223	3.721212792861828e-05	0.0
ANKRD33B	0.0004462494429238	0.0006625333919903	0.0003087160995718	0.0
TRIO	0.0001027327777689	0.0001314476032746	0.0001364753618209	0.0012873264296706
AC010491.1	0.0	0.0001413359959704	0.0001361463549675	4.735054213780214e-05
OTULIN	0.0006347820966892	0.0009869397608042	0.0007982277900176	0.0010786998309189
BASP1	0.0	0.0008930637290816	0.0001604946104904	0.0001215148525944
RAI14	0.0	0.0	0.0001971697309616	0.0001718264554123
AC026801.2	0.0	0.0	0.0001798412922219	0.0
SPEF2	0.0	8.432315206273031e-05	0.0006764047803322	6.771497445246883e-05
IL7R	0.0	0.0	0.0036794835610975	0.0
CPLANE1	0.0004633944276082	0.0001010055692155	0.000583290181663	0.0007651697145537
DAB2	0.0007627096906884	4.417632818056553e-05	0.0	0.0009245144356064
AC108105.1	0.0	0.0	0.0001173564473198	0.0003826404762979
ITGA1	0.0008599980676298	3.426679022764915e-05	0.000575358267998	0.002025429167892
ITGA2	0.0003000419937629	0.000402464945953	0.0002573971591177	0.0
SNX18	0.0007484608818817	0.0005367925918994	0.0004076453524967	0.0012987617856851
GZMK	0.0011958473861617	0.0004317686319006	0.0017624749114067	0.0005736000237498
GZMA	0.0020185862268614	0.0007152679029495	0.0011658524911222	0.002414169585517
IL6ST	0.0	0.0011647920525495	0.0019827655421639	0.0
ANKRD55	0.0	0.0	0.0004992042597702	0.0
PLK2	4.696705571109973e-05	0.0	0.0004711137799236	0.0014141562422809
GAPT	0.0005799598784862	0.000115784769895	1.9873568431766437e-05	0.0001084376385618
PDE4D	0.0004328299470109	0.0001379486611596	0.0021004116360147	0.0008152107835188
ADAMTS6	4.329315225756952e-05	0.0	0.0003351392036247	1.6320153066928323e-05
NLN	0.0010602466775605	2.403361798141312e-05	0.0002319360032978	0.0
MAST4	0.0	0.0022069112553476	0.0006105889949999	0.0
CENPH	0.0036032049382188	0.0	0.0001830309468376	6.43404226482556e-05
MARVELD2	2.6163401584068205e-05	4.57836050154552e-05	0.0001347098267218	6.109226260737819e-06
BDP1	0.0004720109653945	0.0008852609612043	0.0014978925854921	0.0008866509610237
MAP1B	0.0001486672234177	0.0002064962222945	0.0004476635376848	0.0001524221480152
ARHGEF28	0.0004033037623696	0.0001376766563501	0.0001258985026006	0.0003153152127044
ENC1	0.0008432951553766	0.000352277162352	0.0008871347980778	0.0008041772077267
FAM169A	0.0	0.0	0.0007858313849063	0.0001854348220935
GCNT4	0.0	0.0	0.0007523151511459	0.0
ANKRD31	0.0	0.0001940396867848	0.0001586907366162	0.0
SV2C	0.0002167237198707	4.432991179072507e-06	8.367983476007597e-05	0.0001497378034198
F2R	0.0011043465622341	0.000277275571042	0.001271400396801	0.0009154142244493
LHFPL2	9.859616704586888e-05	0.0005089708255782	0.0001044209027646	0.000239695558409
JMY	2.6688159629515497e-05	0.0012197673370946	0.0014591793247909	0.0005422633651097
CMYA5	6.47104439823249e-05	9.163823432305062e-05	0.0001210036710515	7.982588258064335e-05
SERINC5	0.0	0.0	0.0015828507030909	0.0
ZFYVE16	0.0	0.0002020098633365	0.0006337932001639	0.0006438071494506
DHFR	0.0051548995150679	0.0	0.0001694540372629	0.0005054542839908
RASGRF2	0.0	0.0	0.0010833350461968	0.0
ATP6AP1L	0.0004794094684528	5.54369765219078e-05	0.0001631770555257	0.000229981394795
VCAN	0.0	0.0007850444746424	0.0001728546446979	8.785696377499684e-05
TMEM161B-AS1	1.679361281428978e-05	0.0004815076844745	0.0006796306440598	0.0003414362400589
MEF2C	0.0004174121621269	0.0	4.258041895919655e-05	0.0008693744142768
POU5F2	0.0	0.0001919342370891	0.0001971144063477	5.582962583844757e-05
TTC37	0.0005368390951872	0.0005127045220506	0.0015990081559045	0.0007431586300031
RHOBTB3	0.0	0.0	0.000105858848799	0.0011464040487088
GLRX	0.0001606079328138	0.0036660303502746	0.0005228286059728	0.000382743178514
ELL2	8.366033246909495e-05	0.0004053786440002	0.0012568943912797	0.0013393958657801
AC008906.2	1.8141462892251606e-05	0.0	0.0002344418523366	0.0
SLCO4C1	0.0	0.0	0.0	0.001499972553795
NUDT12	0.0001309691358118	0.0001261581949088	0.0001116286485348	8.331140740389074e-05
EFNA5	6.962187677713945e-05	0.0001013116301436	5.812329407856957e-05	0.0004362830826076
FER	3.1774457341990967e-06	0.0	0.0005739675811699	0.0006140701539318
EPB41L4A	0.0003279915013926	0.0	0.0001051662222927	0.0003770220880095
APC	0.000317592895274	0.0007111205550295	0.0010785374632499	0.0008336179845224
CDO1	0.0	3.528935113213294e-05	0.0001445052525102	0.0
ZNF608	0.0	4.768670286821734e-05	0.0001161468262962	9.98464126282968e-05
C5orf63	0.0001355179077833	0.0002745772767202	0.0004289347001411	0.0004330103683848
ACSL6	0.000179406685801	0.0	0.0011110816233313	0.0
IRF1	0.0009863943186281	0.0010406906624947	0.001815571493346	0.0010733668174756
RAD50	0.0008601951229485	0.0006859524926197	0.0011415664362128	0.0005874577596818
TCF7	0.0	0.0	0.0022072634969166	0.0
TGFBI	0.0002290546162539	0.000636886441065	0.0004389625130458	7.766283459642999e-05
SMAD5	2.609284980436366e-05	0.0001613800773878	0.0006175654594273	0.000956427931277
SPOCK1	0.0	0.0007043276850698	0.0	3.5783928293968996e-05
CDC25C	0.0005544416713364	3.527772858948482e-05	8.505123677025619e-05	0.0
EGR1	0.0001280018486525	0.0	0.0009510981276476	0.0007975754393741
PROB1	0.0003845647404657	0.0005739087379772	4.086472994747471e-05	0.0001512086734477
ECSCR	0.0	0.0002779979702526	0.0001839996096817	0.0
CXXC5	0.0005006086272416	0.0	0.0	0.0027124711122767
HBEGF	0.0	0.0	0.0007067904859697	0.0
FGF1	0.0	3.6606003443823245e-05	0.0001497676760866	3.869842699022285e-05
KCTD16	0.0	5.797181994893223e-05	8.326213037367251e-05	0.000115349199838
JAKMIP2	0.0001238758419821	0.0002733468721486	0.0006037995642118	0.0008893386836044
SLC26A2	8.238154069691608e-05	0.000707594141668	0.0005421010787779	0.0005443250600185
PDGFRB	0.0007555101791806	0.0	0.0	0.0010682820665424
CD74	0.001926632545726	0.0030216063007582	0.0011044788724431	0.0008847224879238
IRGM	1.739338427576011e-05	0.0	0.0002795578044762	0.0
GM2A	3.7526944498002784e-05	0.002864505155974	8.734261847603576e-05	0.0002473497041777
SPARC	2.7613009467980885e-05	0.000116599589971	0.0003160559333456	0.0002534306293519
GEMIN5	0.0002358898738654	0.0003428599342562	0.0005435438812179	0.0004475004830102
SGCD	1.140981380589128e-05	1.3143790605765387e-05	0.0001339443133646	6.331435760264111e-05
HAVCR2	0.0001615661213536	0.0015834680789396	3.4216887424941934e-05	0.00180621748583
ADAM19	0.0004226908498568	0.0007435127509902	0.0011256897750108	0.0
EBF1	0.0	7.49431585310495e-05	8.019433985708301e-05	0.0001574875655389
CCNJL	0.0	0.0	0.0	0.0020923599098349
MIR3142HG	0.0	0.0009508574101004	3.216111750739506e-07	0.0001433848158474
DOK3	0.0	0.0002103113457735	0.00011843349327	0.0001316150123118
AC139795.2	0.0	7.874897917276597e-05	0.0001340022622988	0.0001777034720279
HNRNPAB	0.0032461100557571	0.0006163806134235	0.0010229825767498	0.0013426510201759
ZNF354A	0.0003038487705518	0.0001926983835585	0.0006024362358824	0.0003036392231023
ZNF354C	0.0004315983730889	0.0003278213052154	0.0005101694194455	0.0002443280981889
GFPT2	0.000143094641972	0.0	0.0002644112756833	0.0002331042226732
BTNL9	0.0001062856147329	0.0002755782900557	5.189482522820136e-05	3.9853229917165086e-05
IRF4	0.0008545288727207	0.0016250364058184	0.0005813882522248	0.0009543333765184
FOXC1	0.0	0.0004737084548137	0.0	0.0004707855122919
MYLK4	1.644474990174431e-05	3.016315944357338e-05	0.000101347567452	3.8885848728024606e-05
NEDD9	0.0002054236176601	0.0019635094992928	0.0010302190876865	0.0014261933195239
ADTRP	0.0	0.0004023972977787	0.0004481285007628	0.0
HIVEP1	2.6763061527657604e-05	0.0012710181379427	0.0006054865399307	0.0001285584149471
EDN1	0.0	0.0	0.0001629361255523	0.000191424879568
GFOD1	0.0002203422794579	2.606118929730566e-05	0.0001906525768189	0.0029230771304867
CD83	0.0005119455809374	0.000646978459771	0.0002554260040798	0.0015852242437532
KIF13A	0.0001230427788483	5.743264402689215e-05	0.0001217670548516	0.000718285491496
DEK	0.0040113133328571	0.0006991286530951	0.0015066979169257	0.0009471330698712
RNF144B	9.74977844769129e-06	0.0002934423089001	0.000335188834848	0.0001241077684234
SOX4	0.0	0.0010980371723428	1.8393083701775943e-05	0.0009625905190749
CARMIL1	0.0001969634536266	0.000298907536491	0.0003580834534621	0.0
HIST1H4C	0.0013305956070301	0.0	0.0016677748922046	2.7708167278617857e-05
HIST1H1D	0.0013496903562803	0.0001033343091101	0.0015965545913536	0.0004527415171628
BTN2A2	0.0	0.0011332727158739	0.0003961801004775	0.0005713164330037
AL513548.3	0.0	2.5306124513835716e-05	0.0001356061698699	0.0
ZNF184	0.0007222302180704	0.0004668731904941	0.0008549289635687	0.0007229945510902
HIST1H1B	0.0025177522059376	0.0	0.0001040892878267	0.0
ZKSCAN4	8.098550189704935e-05	0.0004006585162996	0.0002304456176905	0.0002532580351294
TUBB	0.0063609516279072	0.0003097815899794	0.0004304231095956	8.170613190450454e-05
IER3	8.431881084365509e-05	0.0002399632321058	0.000505613911881	0.0006724021514549
TCF19	0.0045502549796877	0.0	8.642924759226982e-05	0.0
HCG27	0.0	0.000184836164062	0.0004107895411144	0.0
TNF	0.0002536759425857	0.0001575074554846	0.0008694273775258	0.0002413188102624
LTB	0.0	0.0028538161419227	0.0014756816088628	0.0
